,gen_1_dispatched,gen_2_dispatched,gen_3_dispatched,gen_4_dispatched,gen_5_dispatched,gen_6_dispatched,gen_7_dispatched,gen_8_dispatched,gen_9_dispatched,gen_10_dispatched,Reserve Size,Disturbance Size,ROCOF,Settling Frequency,Nadir
533,1280.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.2168653722,48.9198228918,47.6020668933
534,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,576.0,830.0,250.0,19.0,576.0,0.154731847674,49.2845573732,48.4297223198
535,1000.0,0.0,640.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.14758008612,49.3191024682,48.5307741881
536,1000.0,0.0,665.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.41580412728,48.9151001236,46.5888180998
537,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,818.0,250.0,48.0,632.0,0.163607101568,49.241537919,48.2087817036
538,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,489.0,830.0,250.0,35.0,560.0,0.147721669052,49.2931237547,48.4157611581
539,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,528.0,830.0,250.0,600.0,250.0,0.057252068721,49.5426952067,49.5426952067
540,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,504.0,830.0,250.0,20.0,830.0,0.215890933674,48.9469301454,47.3564845935
541,1000.0,0.0,650.0,632.0,247.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.14614249997,49.3258709883,48.5328194877
542,1300.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,48.0,632.0,0.167499947632,49.1982001071,48.2722182183
543,1000.0,0.0,650.0,632.0,244.0,650.0,560.0,540.0,830.0,250.0,11.0,244.0,0.110332119697,49.4901672206,49.0965144065
544,1000.0,0.0,650.0,550.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.221994812748,48.8504571696,47.3335960031
545,1000.0,0.0,650.0,632.0,254.0,650.0,504.0,540.0,830.0,250.0,20.0,830.0,0.217620232746,48.9438627792,47.3661221949
546,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,818.0,250.0,7500.0,1000.0,0.412503918733,48.9817047144,46.6078511737
547,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,826.0,250.0,30.0,650.0,0.164206475978,49.2389050524,48.2732150061
548,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,804.0,250.0,30.0,650.0,0.163066591784,49.2937981256,48.2864666567
549,1260.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,48.0,632.0,0.166823577264,49.1977126811,48.2726194073
550,1000.0,0.0,615.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.147568708051,49.3277801834,48.5391425348
551,1000.0,0.0,650.0,632.0,242.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.162728449608,49.2895313766,48.2826167308
552,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,564.0,830.0,250.0,7500.0,1000.0,0.415225889896,48.9013674907,46.6033957454
553,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,552.0,830.0,250.0,600.0,250.0,0.0571073761603,49.5426576173,49.5426576173
554,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,480.0,830.0,250.0,20.0,830.0,0.217431969116,48.8720014913,47.3334778387
555,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,483.0,830.0,250.0,112.0,483.0,0.12901515589,49.4374734956,48.5659545096
556,1000.0,0.0,600.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.1447270474,49.3352714529,48.5614212012
557,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,558.0,830.0,250.0,30.0,650.0,0.152008487943,49.2365854232,48.2810954429
558,1000.0,0.0,650.0,580.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.217259702074,48.9426912327,47.3593752483
559,1340.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,7160.0,1340.0,0.61649357777,46.0388446,45.169151498
560,1000.0,0.0,650.0,632.0,254.0,650.0,564.0,540.0,830.0,250.0,1.0,254.0,0.115817374436,49.4647589296,49.0123314067
561,1000.0,0.0,650.0,632.0,254.0,650.0,504.0,540.0,830.0,250.0,48.0,632.0,0.165193398695,49.1785943223,48.1847543335
562,1000.0,0.0,650.0,632.0,254.0,650.0,556.0,540.0,830.0,250.0,30.0,650.0,0.164519883638,49.2391418537,48.2729881117
563,1000.0,0.0,650.0,632.0,254.0,604.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216332912132,49.0281575104,47.3642160124
564,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,480.0,830.0,250.0,30.0,650.0,0.16572791205,49.1813959547,48.1699770244
565,1000.0,0.0,650.0,632.0,254.0,650.0,512.0,540.0,830.0,250.0,7500.0,1000.0,0.421126574365,48.9322615951,46.5981112051
566,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,350.0,20.0,830.0,0.217369361132,48.8351023943,47.6168720167
567,1000.0,0.0,650.0,580.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.165079670782,49.191742545,48.2491594458
568,1000.0,0.0,650.0,560.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.219983009871,48.8794120422,47.3438690044
569,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,840.0,250.0,30.0,650.0,0.166071561131,49.2078089118,48.2567966261
570,1000.0,0.0,650.0,570.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.116093873797,49.4439620182,48.9256592494
571,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,507.0,830.0,250.0,7500.0,1000.0,0.417828826438,48.917172338,46.5832404335
572,1000.0,0.0,650.0,632.0,254.0,668.0,560.0,540.0,830.0,250.0,1.0,254.0,0.116309332142,49.4394511437,48.9592729859
573,900.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.173837603345,49.1797342215,47.729210468
574,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,768.0,250.0,7500.0,1000.0,0.414924036572,48.989529096,46.6099122576
575,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,522.0,830.0,250.0,48.0,632.0,0.164559116262,49.2117854971,48.1966167628
576,1200.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,7300.0,1200.0,0.529679272519,48.2270343382,45.9988664341
577,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,770.0,250.0,80.0,770.0,0.200314379737,49.0843102153,47.3681790961
578,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,510.0,830.0,250.0,30.0,650.0,0.152921597182,49.2517960312,48.2826834654
579,1040.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.115818285403,49.4628010481,49.0246436727
580,1320.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,7180.0,1320.0,0.60326041112,46.352929686,45.286986456
581,1000.0,0.0,650.0,520.0,254.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.447993311792,48.7826252582,46.5056478421
582,1000.0,0.0,650.0,632.0,232.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.145805519318,49.3472979791,48.5369022051
583,1000.0,0.0,650.0,632.0,232.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.162702204623,49.2886346557,48.2816319538
584,1000.0,0.0,650.0,560.0,254.0,650.0,560.0,540.0,830.0,250.0,120.0,560.0,0.146524863497,49.3120237762,48.2028562404
585,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,778.0,250.0,7500.0,1000.0,0.412832425505,48.963161762,46.6123273118
586,1000.0,0.0,650.0,632.0,254.0,640.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.414676460329,48.9760745296,46.6016713853
587,1000.0,0.0,650.0,632.0,243.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.143079540677,49.3871198023,48.5716689918
588,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,810.0,250.0,55.0,540.0,0.144009418276,49.3819342862,48.5735290641
589,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,230.0,20.0,830.0,0.215780410862,49.0543595013,47.2659858325
590,1000.0,0.0,650.0,632.0,254.0,600.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0573434869626,49.5400173572,49.5400173572
591,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,824.0,250.0,48.0,632.0,0.164055184042,49.2260511178,48.2045183762
592,1000.0,0.0,650.0,632.0,254.0,650.0,528.0,540.0,830.0,250.0,48.0,632.0,0.164521783976,49.2325418846,48.2062949431
593,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,513.0,830.0,250.0,48.0,632.0,0.164564459125,49.2195822626,48.1892564006
594,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,842.0,250.0,35.0,560.0,0.149350951679,49.2800896083,48.492335961
595,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,806.0,250.0,44.0,806.0,0.209224022955,49.0849439821,47.3725453384
596,1340.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.142576550812,49.2376977219,48.3632687558
597,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,762.0,250.0,48.0,632.0,0.164272066576,49.2264461086,48.212286624
598,960.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216043474407,48.9963139938,47.1526454071
599,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,820.0,250.0,600.0,250.0,0.0572168390221,49.5729706986,49.5729706986
600,1120.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216553392088,48.9202147367,47.6203660432
601,1000.0,0.0,650.0,500.0,254.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.457675572625,48.7381169042,46.461746939
602,1000.0,0.0,625.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.416143410578,48.9643635422,46.6143974182
603,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,808.0,250.0,600.0,250.0,0.0572588707392,49.5858668597,49.5858668597
604,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,410.0,48.0,632.0,0.166023099229,49.1983420749,48.2713351615
605,1040.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.164493679587,49.217837696,48.3427364956
606,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,546.0,830.0,250.0,30.0,650.0,0.164533682271,49.2339499244,48.26611829
607,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,498.0,830.0,250.0,35.0,560.0,0.147588215799,49.3064375869,48.4533145163
608,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,796.0,250.0,1.0,254.0,0.115078089158,49.4922713527,49.1193859303
609,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,838.0,250.0,12.0,838.0,0.21839387574,48.9737892806,47.3674976793
610,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,796.0,250.0,7500.0,1000.0,0.411305098799,48.9538935083,46.6130382768
611,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,492.0,830.0,250.0,48.0,632.0,0.164709716974,49.1805629233,48.1539587969
612,1000.0,0.0,650.0,632.0,254.0,664.0,560.0,540.0,830.0,250.0,48.0,632.0,0.165243176734,49.1809455085,48.186122104
613,1000.0,0.0,650.0,632.0,254.0,650.0,576.0,540.0,830.0,250.0,48.0,632.0,0.164949319612,49.1761257764,48.1806599998
614,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,380.0,55.0,540.0,0.146017422892,49.3342351546,48.551897477
615,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,320.0,1.0,254.0,0.116059195463,49.4630138547,49.0218758965
616,1000.0,0.0,650.0,632.0,254.0,656.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.414956270216,48.9386895625,46.6012115503
617,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,537.0,830.0,250.0,7500.0,1000.0,0.414734910916,48.962756715,46.6008767891
618,1000.0,0.0,650.0,632.0,254.0,650.0,516.0,540.0,830.0,250.0,600.0,250.0,0.0573231647302,49.5434887444,49.5434887444
619,1000.0,0.0,650.0,580.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.147727839472,49.2682658248,48.4848608277
620,1000.0,0.0,610.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0572425343089,49.5452716301,49.5452716301
621,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,782.0,250.0,68.0,782.0,0.202754464081,49.0847788725,47.3705097699
622,1000.0,0.0,625.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.215797497433,49.0866752152,47.3794941358
623,1000.0,0.0,650.0,580.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.153673666077,49.200822579,48.2749149996
624,1000.0,0.0,650.0,632.0,254.0,650.0,572.0,540.0,830.0,250.0,20.0,830.0,0.216550272,48.9582931401,47.363953267
625,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,567.0,830.0,250.0,20.0,830.0,0.216422393209,48.9117177926,47.3638443484
626,1000.0,0.0,650.0,650.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.164599099246,49.1924914046,48.2480601464
627,820.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,48.0,632.0,0.191646440712,49.0244321366,47.1862287729
628,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,796.0,250.0,54.0,796.0,0.206363459792,49.0850382845,47.3721519188
629,1000.0,0.0,650.0,632.0,254.0,664.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0571267725091,49.4916242722,49.4916242722
630,1000.0,0.0,655.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216398094446,48.9832421772,47.366723512
631,1160.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216577639893,48.9199096541,47.6142883848
632,1000.0,0.0,650.0,632.0,231.0,650.0,560.0,540.0,830.0,250.0,24.0,231.0,0.103272259057,49.5328013243,49.1197730927
633,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,425.0,55.0,540.0,0.146305826377,49.3337623069,48.5452331975
634,1000.0,0.0,650.0,632.0,254.0,650.0,536.0,540.0,830.0,250.0,1.0,254.0,0.115779057741,49.4586573372,49.0767467401
635,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,826.0,250.0,7500.0,1000.0,0.413693997043,48.9619822264,46.604075014
636,1000.0,0.0,650.0,632.0,254.0,650.0,588.0,540.0,830.0,250.0,48.0,632.0,0.166070114854,49.1532370109,48.1574089728
637,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,824.0,250.0,55.0,540.0,0.144353765822,49.3507432652,48.5590900171
638,1000.0,0.0,650.0,632.0,248.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.14335224217,49.3634412556,48.5648010114
639,1320.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.145401860776,49.3326684052,48.5444926115
640,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,808.0,250.0,30.0,650.0,0.151657486531,49.2922278525,48.313818719
641,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,792.0,250.0,55.0,540.0,0.143996598289,49.4044020796,48.5804785106
642,1000.0,0.0,650.0,570.0,254.0,650.0,560.0,540.0,830.0,250.0,110.0,570.0,0.147963482466,49.3126891899,48.2054597702
643,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.152400113749,49.240581923,48.2981986503
644,1000.0,0.0,650.0,632.0,254.0,612.0,560.0,540.0,830.0,250.0,48.0,632.0,0.164389076138,49.2460237565,48.2017336098
645,1000.0,0.0,650.0,632.0,250.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.151366264135,49.2591044617,48.3046276909
646,1000.0,0.0,650.0,632.0,254.0,608.0,560.0,540.0,830.0,250.0,48.0,632.0,0.164382819699,49.2355914951,48.1996397668
647,1000.0,0.0,650.0,632.0,254.0,664.0,560.0,540.0,830.0,250.0,30.0,650.0,0.152718603592,49.2120792746,48.2826950008
648,1000.0,0.0,650.0,500.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.179323011502,49.0598705535,47.9537775867
649,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,549.0,830.0,250.0,35.0,560.0,0.147608158575,49.3064137813,48.5057299303
650,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,534.0,830.0,250.0,35.0,560.0,0.147587825132,49.2992089419,48.5207360106
651,1000.0,0.0,650.0,632.0,254.0,628.0,560.0,540.0,830.0,250.0,1.0,254.0,0.115753453984,49.4657085536,49.0969042426
652,1000.0,0.0,650.0,632.0,236.0,650.0,560.0,540.0,830.0,250.0,19.0,236.0,0.105979543453,49.5145690509,49.1180473573
653,1000.0,0.0,650.0,632.0,239.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.213648679176,49.0854650627,47.3753790834
654,1000.0,0.0,660.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.144976860663,49.3206864471,48.5259971755
655,1000.0,0.0,650.0,580.0,254.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.423012341893,48.9142709668,46.5844633164
656,1000.0,0.0,650.0,500.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.126983357505,49.3289713385,48.6393269678
657,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,762.0,250.0,7500.0,1000.0,0.416570718688,48.9897115626,46.6076884714
658,1000.0,0.0,620.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0572284325978,49.545440332,49.545440332
659,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,410.0,55.0,540.0,0.146216834804,49.3339062849,48.5473720491
660,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,798.0,250.0,1.0,254.0,0.115092833965,49.4924345599,49.1185410173
661,1180.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.145643255749,49.2323808402,48.357411712
662,1000.0,0.0,650.0,632.0,246.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.412560336892,48.9848550909,46.6062222798
663,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,754.0,250.0,35.0,560.0,0.148647143263,49.2931593227,48.5280044665
664,1000.0,0.0,650.0,632.0,241.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.162724895233,49.2943737717,48.2829709503
665,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,784.0,250.0,48.0,632.0,0.162696588623,49.2859097784,48.2177576275
666,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,215.0,30.0,650.0,0.15295372132,49.2846269308,48.1248880737
667,1100.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,48.0,632.0,0.164757878261,49.1966446479,48.2808759198
668,1000.0,0.0,650.0,632.0,254.0,652.0,560.0,540.0,830.0,250.0,28.0,652.0,0.165115220576,49.2250858858,48.2676544305
669,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,834.0,250.0,600.0,250.0,0.057167911673,49.5275649893,49.5275649893
670,1320.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.056584446014,49.5234729305,49.5234729305
671,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,537.0,830.0,250.0,58.0,537.0,0.143866363758,49.3445331778,48.5535803173
672,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,812.0,250.0,48.0,632.0,0.163222833522,49.2579436664,48.2121589769
673,1000.0,0.0,650.0,632.0,253.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.144368272999,49.3428420531,48.5528241925
674,1000.0,0.0,650.0,632.0,250.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.214793730753,49.0334653301,47.3724366105
675,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,810.0,250.0,600.0,250.0,0.0572518774717,49.5858625731,49.5858625731
676,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,395.0,30.0,650.0,0.165491723032,49.2192117709,48.3288370487
677,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,570.0,830.0,250.0,25.0,570.0,0.153059154653,49.2939862454,48.4540617161
678,1200.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0567428723271,49.5280114462,49.5280114462
679,1000.0,0.0,650.0,632.0,254.0,650.0,532.0,540.0,830.0,250.0,48.0,632.0,0.164522848425,49.235041284,48.207509774
680,1000.0,0.0,650.0,632.0,254.0,640.0,560.0,540.0,830.0,250.0,600.0,250.0,0.057218277962,49.5459622154,49.5459622154
681,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,305.0,20.0,830.0,0.216867296192,48.9246534483,47.6038768412
682,1000.0,0.0,600.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,48.0,632.0,0.164822154492,49.2116046578,48.2097739991
683,1000.0,0.0,650.0,540.0,254.0,650.0,560.0,540.0,830.0,250.0,600.0,250.0,0.0613886444384,49.2961970205,49.2961970205
684,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,790.0,250.0,48.0,632.0,0.162760730785,49.304025482,48.2178683103
685,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,778.0,250.0,48.0,632.0,0.162915254888,49.2687454753,48.2171531823
686,1000.0,0.0,650.0,650.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.115871449736,49.4623220375,48.9612321741
687,1000.0,0.0,655.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.115827276136,49.4559696129,49.007192894
688,1000.0,0.0,650.0,632.0,254.0,650.0,556.0,540.0,830.0,250.0,48.0,632.0,0.164552575637,49.2212196091,48.2022645765
689,1000.0,0.0,650.0,632.0,254.0,650.0,556.0,540.0,830.0,250.0,30.0,650.0,0.15248806709,49.2497224118,48.3014522652
690,1000.0,0.0,650.0,620.0,254.0,650.0,560.0,540.0,830.0,250.0,7500.0,1000.0,0.415552243756,48.9833069832,46.6018903093
691,1000.0,0.0,650.0,610.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.115737892659,49.4608941714,49.0630752462
692,1300.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.117899386343,49.4616015496,49.0175511869
693,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,822.0,250.0,35.0,560.0,0.146984461507,49.3144661439,48.5284270527
694,1000.0,0.0,650.0,632.0,241.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.151045255604,49.3017618415,48.3116160264
695,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,489.0,830.0,250.0,48.0,632.0,0.164896072919,49.1741441624,48.1459669358
696,1200.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.216592296133,48.9197425324,47.6092254578
697,1000.0,0.0,650.0,632.0,238.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.162715441228,49.3093540375,48.2835097106
698,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,525.0,830.0,250.0,1.0,254.0,0.115805649322,49.4630956064,49.0313367626
699,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,215.0,55.0,540.0,0.144228783294,49.3853420344,48.3908718959
700,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,305.0,55.0,540.0,0.145350498187,49.3352991799,48.5646857404
701,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,772.0,250.0,30.0,650.0,0.163584093141,49.268050198,48.2866746741
702,1200.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.165579554125,49.2179935316,48.3300707868
703,1000.0,0.0,650.0,632.0,254.0,650.0,584.0,540.0,830.0,250.0,48.0,632.0,0.165508632125,49.1605577013,48.1663267453
704,1000.0,0.0,650.0,632.0,254.0,650.0,512.0,540.0,830.0,250.0,48.0,632.0,0.16466889124,49.1950751288,48.1949353402
705,1000.0,0.0,650.0,632.0,239.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.145859985212,49.3600947903,48.5393983693
706,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,800.0,250.0,55.0,540.0,0.144004874444,49.4053357688,48.5788303783
707,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,480.0,830.0,250.0,1.0,254.0,0.116150287098,49.4536421423,48.8820832358
708,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,483.0,830.0,250.0,20.0,830.0,0.217167548925,48.8807076169,47.3370525311
709,1000.0,0.0,635.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,35.0,560.0,0.147575455368,49.3291070263,48.5351104433
710,1000.0,0.0,665.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,48.0,632.0,0.165316325266,49.176856699,48.1790181439
711,1000.0,0.0,650.0,600.0,254.0,650.0,560.0,540.0,830.0,250.0,1.0,254.0,0.115708226149,49.4629136124,49.0361727758
712,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,764.0,250.0,30.0,650.0,0.164343721031,49.2479642307,48.283838
713,1000.0,0.0,650.0,632.0,249.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.151257741827,49.2639724695,48.3058766595
714,1000.0,0.0,650.0,632.0,239.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.14305983882,49.4012046161,48.5740242226
715,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,824.0,250.0,30.0,650.0,0.152090800069,49.2542670609,48.3039214808
716,1000.0,0.0,650.0,560.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.156123760716,49.1650304253,48.2260753068
717,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,519.0,830.0,250.0,30.0,650.0,0.152782084779,49.2421764783,48.2930335912
718,1000.0,0.0,650.0,632.0,254.0,604.0,560.0,540.0,830.0,250.0,35.0,560.0,0.147256141644,49.3101456852,48.5199710353
719,1000.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,802.0,250.0,7500.0,1000.0,0.411431229948,48.9574738687,46.6123402352
720,1000.0,0.0,610.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,55.0,540.0,0.144678274155,49.3565247579,48.5706379155
721,1000.0,0.0,650.0,632.0,254.0,650.0,536.0,540.0,830.0,250.0,600.0,250.0,0.0572636234042,49.5430470405,49.5430470405
722,1000.0,0.0,650.0,530.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.173322632999,49.1088861019,48.0810413645
723,1320.0,0.0,650.0,632.0,254.0,650.0,560.0,540.0,830.0,250.0,30.0,650.0,0.142421723935,49.2368170473,48.3615993961
724,1000.0,0.0,650.0,632.0,251.0,650.0,560.0,540.0,830.0,250.0,20.0,830.0,0.215089062359,49.0260056703,47.3718476405
